brand,prestige,prestige_raw,prestige_scaled,prestige_percentile,prestige_zscore,record_count,tier
Glamour Italia,0.000064,0.000064,63.966252,73.825250,-0.148586,74,Mid
Tome,0.000064,0.000064,63.916561,73.806379,-0.148645,132,Mid
Paola Frani,0.000064,0.000064,63.851159,73.787507,-0.148723,143,Mid
Andres Sarda,0.000064,0.000064,63.843280,73.768636,-0.148732,83,Mid
Heroine,0.000064,0.000064,63.831114,73.749764,-0.148747,91,Mid
Espaï¿½o,0.000064,0.000064,63.818336,73.730893,-0.148762,34,Mid
OK! Magazine China,0.000064,0.000064,63.791250,73.712021,-0.148794,25,Mid
The GROUND Magazine,0.000064,0.000064,63.739638,73.693150,-0.148856,34,Mid
The Heart Truth,0.000064,0.000064,63.618717,73.674278,-0.149000,18,Mid
LOOK,0.000064,0.000064,63.600262,73.655407,-0.149022,29,Mid
Todd Snyder,0.000063,0.000063,63.361290,73.636535,-0.149306,210,Mid
HERO Magazine,0.000063,0.000063,63.345594,73.617664,-0.149325,222,Mid
Arise African Fashion Collective,0.000063,0.000063,63.197402,73.598792,-0.149502,56,Mid
Tiger of Sweden,0.000063,0.000063,63.182031,73.579921,-0.149520,83,Mid
Sunday Style Australia,0.000063,0.000063,63.053027,73.561049,-0.149674,35,Mid
Nowness,0.000063,0.000063,62.782828,73.542178,-0.149995,32,Mid
Dsection,0.000063,0.000063,62.779342,73.523306,-0.150000,28,Mid
The Observer Magazine - The Guardian,0.000062,0.000062,62.449793,73.504435,-0.150392,25,Mid
Kostas Murkudis,0.000062,0.000062,62.440996,73.485563,-0.150403,40,Mid
Pat McGrath Labs,0.000062,0.000062,62.412663,73.466692,-0.150436,38,Mid
Into The Gloss,0.000062,0.000062,62.144617,73.447820,-0.150756,34,Mid
Liu Jo Jeans,0.000062,0.000062,62.087441,73.428949,-0.150824,15,Mid
Talbots,0.000062,0.000062,62.052611,73.410077,-0.150865,42,Mid
Grazia Spain,0.000062,0.000062,61.991472,73.391206,-0.150938,43,Mid
Samsonite BlackLabel,0.000062,0.000062,61.929718,73.372334,-0.151012,22,Mid
Ailanto,0.000062,0.000062,61.834214,73.353463,-0.151125,56,Mid
Juan Carlos Obando,0.000062,0.000062,61.766268,73.334591,-0.151206,113,Mid
PRINT Publication,0.000062,0.000062,61.685455,73.315720,-0.151302,25,Mid
Julien MacDonald,0.000062,0.000062,61.655188,73.296848,-0.151339,27,Mid
Revolve,0.000062,0.000062,61.523921,73.277977,-0.151495,31,Mid
Z Spoke by Zac Posen,0.000061,0.000061,61.483541,73.259105,-0.151543,24,Mid
Tim Coppens,0.000061,0.000061,61.481426,73.240234,-0.151546,72,Mid
Porter Edit,0.000061,0.000061,61.429648,73.221363,-0.151607,22,Mid
Cole Haan,0.000061,0.000061,61.415407,73.202491,-0.151624,31,Mid
C Magazine,0.000061,0.000061,61.339463,73.183620,-0.151715,34,Mid
Benjamin Cho,0.000061,0.000061,61.036725,73.164748,-0.152075,84,Mid
Blanco,0.000061,0.000061,61.026193,73.145877,-0.152088,48,Mid
Collectible Dry,0.000061,0.000061,60.959844,73.127005,-0.152167,92,Mid
Giuliana Teso,0.000061,0.000061,60.749872,73.108134,-0.152417,32,Mid
A Magazine Curated By,0.000061,0.000061,60.699686,73.089262,-0.152477,36,Mid
Lenny,0.000061,0.000061,60.676268,73.070391,-0.152505,37,Mid
be Blumarine,0.000061,0.000061,60.556243,73.051519,-0.152647,84,Mid
CoverGirl,0.000061,0.000061,60.519461,73.032648,-0.152691,75,Mid
Irfe,0.000060,0.000060,60.331340,73.013776,-0.152915,21,Mid
Showstudio,0.000060,0.000060,60.315684,72.994905,-0.152934,34,Mid
Flair Germany,0.000060,0.000060,60.308605,72.976033,-0.152942,92,Mid
Adam,0.000060,0.000060,60.251614,72.957162,-0.153010,73,Mid
Wallpaper*,0.000060,0.000060,60.224108,72.938290,-0.153043,96,Mid
Kai Milla,0.000060,0.000060,60.203021,72.919419,-0.153068,55,Mid
Fashion Magazine Canada,0.000060,0.000060,60.161213,72.900547,-0.153118,27,Mid
Christopher John Rogers,0.000060,0.000060,60.152961,72.881676,-0.153128,101,Mid
Tank Magazine,0.000060,0.000060,60.140799,72.862804,-0.153142,116,Mid
Ganni,0.000060,0.000060,60.139135,72.843933,-0.153144,83,Mid
Hugo Boss Black,0.000060,0.000060,60.137800,72.825061,-0.153146,32,Mid
Obzee,0.000060,0.000060,60.093941,72.806190,-0.153198,15,Mid
Dossier,0.000060,0.000060,60.007188,72.787318,-0.153301,41,Mid
Anya Hindmarch,0.000060,0.000060,59.988410,72.768447,-0.153324,72,Mid
Koche,0.000060,0.000060,59.905168,72.749575,-0.153423,68,Mid
Adam Lippes,0.000060,0.000060,59.839421,72.730704,-0.153501,103,Mid
Behind the Blinds,0.000060,0.000060,59.784912,72.711832,-0.153566,158,Mid
Tamara Mellon,0.000060,0.000060,59.776539,72.692961,-0.153576,12,Mid
Rolex,0.000060,0.000060,59.740001,72.674089,-0.153620,23,Mid
Ashley Williams,0.000060,0.000060,59.668370,72.655218,-0.153705,141,Mid
The Ones 2 Watch,0.000060,0.000060,59.656321,72.636346,-0.153719,165,Mid
Malandrino,0.000060,0.000060,59.584192,72.617475,-0.153805,144,Mid
VMagazine.com,0.000060,0.000060,59.567359,72.598604,-0.153825,62,Mid
Narcisse Magazine,0.000059,0.000059,59.448162,72.579732,-0.153967,40,Mid
TANK,0.000059,0.000059,59.417988,72.560861,-0.154003,77,Mid
Lancaster Paris,0.000059,0.000059,59.414802,72.541989,-0.154007,15,Mid
Wallpaper Magazine,0.000059,0.000059,59.407343,72.523118,-0.154016,111,Mid
malo,0.000059,0.000059,59.402187,72.504246,-0.154022,7,Mid
Vogue Homem Brazil,0.000059,0.000059,59.336243,72.485375,-0.154101,19,Mid
L'Officiel Brasil,0.000059,0.000059,59.302908,72.466503,-0.154140,124,Mid
Boyd,0.000059,0.000059,59.173668,72.447632,-0.154294,79,Mid
VS. English,0.000059,0.000059,59.170275,72.428760,-0.154298,50,Mid
GQ France,0.000059,0.000059,59.157383,72.409889,-0.154314,74,Mid
GQ Portugal,0.000059,0.000059,58.916041,72.391017,-0.154601,159,Mid
Missoni Retrospective,0.000059,0.000059,58.765265,72.372146,-0.154781,20,Mid
Maryam Nassir Zadeh,0.000059,0.000059,58.650528,72.353274,-0.154917,120,Mid
ACNE,0.000059,0.000059,58.641150,72.334403,-0.154929,28,Mid
Self Magazine,0.000059,0.000059,58.602188,72.315531,-0.154975,38,Mid
Annabelle,0.000059,0.000059,58.532128,72.296660,-0.155058,61,Mid
McQ,0.000058,0.000058,58.450137,72.277788,-0.155156,42,Mid
Dolce & Gabbana Fragrance,0.000058,0.000058,58.422121,72.258917,-0.155189,32,Mid
Gianni Versace,0.000058,0.000058,58.331796,72.240045,-0.155297,23,Mid
Citizen K International,0.000058,0.000058,58.326585,72.221174,-0.155303,72,Mid
Shanghai Tang,0.000058,0.000058,58.034392,72.202302,-0.155651,39,Mid
Uterqüe,0.000058,0.000058,58.009621,72.183431,-0.155681,45,Mid
Staud,0.000058,0.000058,57.882270,72.164559,-0.155832,24,Mid
Buffalo Zine,0.000058,0.000058,57.648342,72.145688,-0.156111,84,Mid
Mara Hoffman,0.000058,0.000058,57.535260,72.126816,-0.156246,128,Mid
Fragrance,0.000058,0.000058,57.508673,72.107945,-0.156277,16,Mid
L'Officiel Hommes Italia,0.000057,0.000057,57.460852,72.089073,-0.156334,166,Mid
Victor Bellaish,0.000057,0.000057,57.456720,72.070202,-0.156339,30,Mid
Emilio Cavallini,0.000057,0.000057,57.403258,72.051330,-0.156403,32,Mid
Zara TRF,0.000057,0.000057,57.379626,72.032459,-0.156431,27,Mid
DSECTION Magazine,0.000057,0.000057,57.233536,72.013587,-0.156605,106,Mid
Walter Rodrigues,0.000057,0.000057,57.225684,71.994716,-0.156614,82,Mid
Redley,0.000057,0.000057,57.175049,71.975844,-0.156675,30,Mid
Clin d'oeil,0.000057,0.000057,56.559823,71.956973,-0.157408,33,Mid
Stella McCartney Evening Collection,0.000056,0.000056,56.487804,71.938102,-0.157493,18,Mid
Zaldy,0.000056,0.000056,56.368554,71.919230,-0.157635,35,Mid
Tse,0.000056,0.000056,56.362367,71.900359,-0.157643,19,Mid
TCN,0.000056,0.000056,56.331049,71.881487,-0.157680,114,Mid
Graff,0.000056,0.000056,56.191891,71.862616,-0.157846,19,Mid
Yeohlee,0.000056,0.000056,56.171531,71.843744,-0.157870,100,Mid
Issue Chile,0.000056,0.000056,56.038471,71.824873,-0.158029,44,Mid
ffw mag!,0.000056,0.000056,56.036277,71.806001,-0.158031,20,Mid
Verrier,0.000056,0.000056,56.022669,71.787130,-0.158047,63,Mid
Conner Ives,0.000056,0.000056,56.002434,71.768258,-0.158071,69,Mid
Vogue Scandinavia,0.000056,0.000056,55.752677,71.749387,-0.158369,89,Mid
Jean-Charles de Castelbajac,0.000056,0.000056,55.687017,71.730515,-0.158447,134,Mid
Style.com/Print,0.000055,0.000055,55.440176,71.711644,-0.158741,22,Mid
Ambush,0.000055,0.000055,55.390661,71.692772,-0.158800,53,Mid
Book,0.000055,0.000055,55.381900,71.673901,-0.158811,33,Mid
Juanjo Oliva,0.000055,0.000055,55.293958,71.655029,-0.158915,50,Mid
Valentino Beauty,0.000055,0.000055,55.250008,71.636158,-0.158968,34,Mid
Balmain Hair,0.000055,0.000055,55.223563,71.617286,-0.158999,48,Mid
Bora Aksu,0.000055,0.000055,55.198337,71.598415,-0.159029,227,Mid
Modern Matter,0.000055,0.000055,55.112974,71.579543,-0.159131,34,Mid
AnOther Man Magazine,0.000055,0.000055,55.102860,71.560672,-0.159143,97,Mid
Peachoo + Krejberg,0.000055,0.000055,55.064687,71.541800,-0.159188,65,Mid
dolcevita*,0.000055,0.000055,54.987034,71.522929,-0.159281,91,Mid
Marks & Spencer,0.000055,0.000055,54.947566,71.504057,-0.159328,52,Mid
Burberry Beauty,0.000055,0.000055,54.923113,71.485186,-0.159357,17,Mid
Jeffrey Chow,0.000055,0.000055,54.892724,71.466314,-0.159393,58,Mid
Styleby Magazine,0.000055,0.000055,54.870902,71.447443,-0.159419,45,Mid
Stephan Janson,0.000055,0.000055,54.833233,71.428571,-0.159464,32,Mid
Beyond Noise,0.000055,0.000055,54.654007,71.409700,-0.159678,26,Mid
KNWLS,0.000055,0.000055,54.529671,71.390828,-0.159826,139,Mid
Moda Operandi,0.000054,0.000054,54.488134,71.371957,-0.159875,49,Mid
Versace Jeans Couture,0.000054,0.000054,54.487865,71.353085,-0.159875,27,Mid
Vince,0.000054,0.000054,54.360865,71.334214,-0.160027,25,Mid
Erès,0.000054,0.000054,54.287035,71.315343,-0.160115,19,Mid
TOME,0.000054,0.000054,54.281288,71.296471,-0.160121,104,Mid
Pepe Jeans London,0.000054,0.000054,54.062945,71.277600,-0.160382,29,Mid
Joanna Mastroianni,0.000054,0.000054,54.051451,71.258728,-0.160395,63,Mid
Elle Quebec,0.000054,0.000054,54.021974,71.239857,-0.160430,42,Mid
Paule Ka,0.000054,0.000054,53.903009,71.220985,-0.160572,36,Mid
Cosmopolitan Spain,0.000054,0.000054,53.892903,71.202114,-0.160584,64,Mid
Versace Eyewear,0.000054,0.000054,53.889299,71.183242,-0.160588,9,Mid
Vogue Gioiello,0.000054,0.000054,53.812700,71.164371,-0.160680,33,Mid
Cia Maritima,0.000054,0.000054,53.811805,71.145499,-0.160681,19,Mid
3.1 Philip Lim,0.000054,0.000054,53.793476,71.126628,-0.160702,61,Mid
CéCi,0.000054,0.000054,53.728153,71.107756,-0.160780,37,Mid
Prestige Hong Kong,0.000054,0.000054,53.721557,71.088885,-0.160788,31,Mid
Duyos,0.000054,0.000054,53.721247,71.070013,-0.160789,40,Mid
Hache,0.000054,0.000054,53.669694,71.051142,-0.160850,58,Mid
Be,0.000054,0.000054,53.669379,71.032270,-0.160850,78,Mid
Vamp Magazine,0.000054,0.000054,53.503593,71.013399,-0.161048,21,Mid
Gottex,0.000053,0.000053,53.421607,70.994527,-0.161145,61,Mid
mytheresa,0.000053,0.000053,53.376997,70.975656,-0.161199,75,Mid
Richard Tyler,0.000053,0.000053,53.296897,70.956784,-0.161294,74,Mid
Christina Perrin,0.000053,0.000053,53.243587,70.937913,-0.161357,32,Mid
A Magazine,0.000053,0.000053,53.173534,70.919041,-0.161441,36,Mid
Jenni Kayne,0.000053,0.000053,53.092040,70.900170,-0.161538,110,Mid
Dior Eyewear,0.000053,0.000053,53.014865,70.881298,-0.161630,11,Mid
Arzu Kaprol,0.000053,0.000053,52.969198,70.862427,-0.161684,45,Mid
Sister by Sibling,0.000053,0.000053,52.811644,70.843555,-0.161872,55,Mid
Nic + Zoe,0.000053,0.000053,52.792304,70.824684,-0.161895,8,Mid
Simon Malls,0.000053,0.000053,52.554757,70.805812,-0.162178,27,Mid
Shape USA,0.000052,0.000052,52.398347,70.786941,-0.162364,46,Mid
Glamour South Africa,0.000052,0.000052,52.228985,70.768069,-0.162566,32,Mid
GQ Italia,0.000052,0.000052,52.167598,70.749198,-0.162639,128,Mid
Simons Canada,0.000052,0.000052,52.147797,70.730326,-0.162663,113,Mid
Harper's Bazaar Chile,0.000052,0.000052,52.147435,70.711455,-0.162663,39,Mid
Mila Schön,0.000052,0.000052,52.043646,70.692584,-0.162787,119,Mid
Georg Jensen,0.000052,0.000052,51.941975,70.673712,-0.162908,16,Mid
Designers for Darfur,0.000052,0.000052,51.765573,70.654841,-0.163118,17,Mid
Vena Cava,0.000052,0.000052,51.666358,70.635969,-0.163236,137,Mid
Miss Bikini Luxe,0.000052,0.000052,51.622824,70.617098,-0.163288,37,Mid
Super Magazine,0.000052,0.000052,51.593732,70.598226,-0.163323,60,Mid
Repossi,0.000052,0.000052,51.534773,70.579355,-0.163393,16,Mid
Calvin Luo,0.000051,0.000051,51.447642,70.560483,-0.163497,137,Mid
Thomas Tait,0.000051,0.000051,51.358434,70.541612,-0.163603,160,Mid
Davidoff,0.000051,0.000051,51.296060,70.522740,-0.163677,24,Mid
Morgan,0.000051,0.000051,51.258361,70.503869,-0.163722,46,Mid
Lenny Niemeyer,0.000051,0.000051,51.192651,70.484997,-0.163800,25,Mid
Barneys New York,0.000051,0.000051,51.176337,70.466126,-0.163820,21,Mid
Solid & Stripped,0.000051,0.000051,51.173165,70.447254,-0.163823,24,Mid
Craig Green,0.000051,0.000051,51.012429,70.428383,-0.164015,183,Mid
Contributor Magazine,0.000051,0.000051,51.004648,70.409511,-0.164024,102,Mid
Coven,0.000051,0.000051,50.895745,70.390640,-0.164154,89,Mid
Lemoniez,0.000051,0.000051,50.874636,70.371768,-0.164179,39,Mid
Earth Pledge Presents FutureFashion,0.000051,0.000051,50.857787,70.352897,-0.164199,9,Mid
Glamour Hungary,0.000051,0.000051,50.856059,70.334025,-0.164201,42,Mid
Cosmopolitan Korea,0.000051,0.000051,50.852381,70.315154,-0.164206,40,Mid
Grazia Netherlands,0.000051,0.000051,50.810436,70.296282,-0.164256,45,Mid
Gianfranco Ferrï¿½,0.000051,0.000051,50.757213,70.277411,-0.164319,13,Mid
Strenesse Gabriele Strehle,0.000051,0.000051,50.630772,70.258539,-0.164470,9,Mid
Maria Bonita Extra,0.000051,0.000051,50.617844,70.239668,-0.164485,88,Mid
PINKO,0.000051,0.000051,50.578883,70.220796,-0.164531,14,Mid
N°21 Alessandro dell'Acqua,0.000051,0.000051,50.526065,70.201925,-0.164594,19,Mid
Le Monde d'Hermès,0.000050,0.000050,50.390666,70.183053,-0.164756,10,Mid
Rouge Fashionbook,0.000050,0.000050,50.307302,70.164182,-0.164855,43,Mid
Chanpaul,0.000050,0.000050,50.289110,70.145310,-0.164876,48,Mid
Esquire Spain,0.000050,0.000050,50.288867,70.126439,-0.164877,124,Mid
Monot,0.000050,0.000050,50.219952,70.107567,-0.164959,15,Mid
Elle Hong Kong,0.000050,0.000050,50.185839,70.088696,-0.164999,25,Mid
An American View,0.000050,0.000050,50.145084,70.069824,-0.165048,17,Mid
MaxMara Studio,0.000050,0.000050,50.122462,70.050953,-0.165075,17,Mid
Marie Claire Czech Republic,0.000050,0.000050,50.110540,70.032082,-0.165089,50,Mid
The Daily,0.000050,0.000050,50.043953,70.013210,-0.165168,23,Mid
Liverpool,0.000050,0.000050,50.015948,69.994339,-0.165202,34,Mid
Styleby,0.000050,0.000050,49.953937,69.975467,-0.165276,56,Mid
MM6 Maison Martin Margiela,0.000050,0.000050,49.898966,69.956596,-0.165341,129,Mid
Interview Magazine online,0.000050,0.000050,49.633056,69.937724,-0.165658,42,Mid
Prada Sport,0.000050,0.000050,49.597168,69.918853,-0.165701,7,Mid
Vidal Sassoon,0.000050,0.000050,49.520003,69.899981,-0.165793,7,Mid
DL1961,0.000049,0.000049,49.468926,69.881110,-0.165853,36,Mid
KARL by Karl Lagerfeld,0.000049,0.000049,49.436314,69.862238,-0.165892,12,Mid
Numero Korea,0.000049,0.000049,49.404996,69.843367,-0.165930,9,Mid
Ossie Clark,0.000049,0.000049,49.377276,69.824495,-0.165963,33,Mid
Julien McDonald,0.000049,0.000049,49.360366,69.805624,-0.165983,32,Mid
SEPHORA,0.000049,0.000049,49.261996,69.786752,-0.166100,28,Mid
Chiara Boni La Petite Robe,0.000049,0.000049,49.251345,69.767881,-0.166113,152,Mid
Nicholas K,0.000049,0.000049,49.249945,69.749009,-0.166114,216,Mid
MOJEH,0.000049,0.000049,49.183773,69.730138,-0.166193,114,Mid
Tatler U.K.,0.000049,0.000049,49.130897,69.711266,-0.166256,76,Mid
Laura Mercier,0.000049,0.000049,49.089400,69.692395,-0.166305,75,Mid
Les Echos,0.000049,0.000049,49.065638,69.673523,-0.166334,60,Mid
Zomer,0.000049,0.000049,48.843939,69.654652,-0.166598,50,Mid
El Palacio de Hierro,0.000049,0.000049,48.799754,69.635780,-0.166650,33,Mid
1st,0.000049,0.000049,48.776889,69.616909,-0.166678,16,Mid
Plaza Kvinna,0.000049,0.000049,48.663189,69.598037,-0.166813,67,Mid
Omega Watches,0.000049,0.000049,48.657801,69.579166,-0.166820,24,Mid
Bobbi Brown,0.000049,0.000049,48.649740,69.560294,-0.166829,71,Mid
Josh Goot,0.000049,0.000049,48.560499,69.541423,-0.166935,73,Mid
Piaget,0.000049,0.000049,48.514064,69.522551,-0.166991,22,Mid
Véronique Leroy,0.000048,0.000048,48.475760,69.503680,-0.167036,85,Mid
Araks,0.000048,0.000048,48.462624,69.484808,-0.167052,111,Mid
Issue,0.000048,0.000048,48.439264,69.465937,-0.167080,31,Mid
Nicolas del Verme,0.000048,0.000048,48.358161,69.447065,-0.167176,27,Mid
Marie Claire Romania,0.000048,0.000048,48.334378,69.428194,-0.167205,27,Mid
Charlotte Tilbury Beauty,0.000048,0.000048,48.246459,69.409323,-0.167309,15,Mid
Riccardo Tisci,0.000048,0.000048,48.170036,69.390451,-0.167400,13,Mid
Marie Claire Greece,0.000048,0.000048,48.109752,69.371580,-0.167472,83,Mid
Máxima Portugal,0.000048,0.000048,48.061850,69.352708,-0.167529,51,Mid
Javier Larrainzar,0.000048,0.000048,48.050974,69.333837,-0.167542,92,Mid
Cavendish,0.000048,0.000048,48.028194,69.314965,-0.167569,63,Mid
Sita Murt,0.000048,0.000048,47.983379,69.296094,-0.167623,47,Mid
MCM,0.000048,0.000048,47.952262,69.277222,-0.167660,58,Mid
British GQ,0.000048,0.000048,47.887581,69.258351,-0.167737,81,Mid
Mia Le Journal,0.000048,0.000048,47.879607,69.239479,-0.167746,98,Mid
Girbaud,0.000048,0.000048,47.849841,69.220608,-0.167782,67,Mid
WOMAN,0.000048,0.000048,47.808839,69.201736,-0.167831,19,Mid
Elle Indonesia,0.000048,0.000048,47.772765,69.182865,-0.167874,50,Mid
Christopher Esber,0.000048,0.000048,47.755592,69.163993,-0.167894,66,Mid
Miguel Adrover,0.000048,0.000048,47.752353,69.145122,-0.167898,71,Mid
Lino Villaventura,0.000048,0.000048,47.737674,69.126250,-0.167915,66,Mid
Lurve,0.000048,0.000048,47.713410,69.107379,-0.167944,46,Mid
TIME Style & Design,0.000048,0.000048,47.697182,69.088507,-0.167964,12,Mid
Thimister,0.000048,0.000048,47.579641,69.069636,-0.168104,50,Mid
Francis Montesinos,0.000048,0.000048,47.541511,69.050764,-0.168149,64,Mid
Marfa Journal,0.000047,0.000047,47.330059,69.031893,-0.168401,16,Mid
True Religion,0.000047,0.000047,47.276546,69.013021,-0.168465,18,Mid
Nylon,0.000047,0.000047,47.240830,68.994150,-0.168507,64,Mid
Arthur Arbesser,0.000047,0.000047,47.231936,68.975278,-0.168518,143,Mid
Cosmopolitan Germany,0.000047,0.000047,47.133677,68.956407,-0.168635,78,Mid
Document Journal Online,0.000047,0.000047,47.099527,68.937535,-0.168676,96,Mid
Cong Tri,0.000047,0.000047,47.012501,68.918664,-0.168779,19,Mid
TWIN-SET Simona Barbieri,0.000047,0.000047,46.986107,68.899792,-0.168811,15,Mid
Revue Magazine,0.000047,0.000047,46.981014,68.880921,-0.168817,91,Mid
L.A.M.B. by Gwen Stefani,0.000047,0.000047,46.974247,68.862049,-0.168825,31,Mid
Glow,0.000047,0.000047,46.952114,68.843178,-0.168851,32,Mid
Azzedine Alaïa,0.000047,0.000047,46.945034,68.824306,-0.168860,19,Mid
Kerastase,0.000047,0.000047,46.871317,68.805435,-0.168947,15,Mid
Marie Claire Ukraine,0.000047,0.000047,46.864022,68.786564,-0.168956,83,Mid
V Magazine online,0.000047,0.000047,46.738988,68.767692,-0.169105,61,Mid
Collina Strada,0.000047,0.000047,46.561702,68.748821,-0.169316,132,Mid
Meadham Kirchhoff,0.000046,0.000046,46.445152,68.729949,-0.169455,117,Mid
Duro Olowu,0.000046,0.000046,46.441573,68.711078,-0.169459,48,Mid
Douglas,0.000046,0.000046,46.415779,68.692206,-0.169490,11,Mid
Lydia Delgado,0.000046,0.000046,46.408889,68.673335,-0.169498,49,Mid
Mavi,0.000046,0.000046,46.340865,68.654463,-0.169579,57,Mid
Phoebe Philo,0.000046,0.000046,46.145872,68.635592,-0.169811,30,Mid
FrostFrench,0.000046,0.000046,46.085650,68.616720,-0.169883,48,Mid
King Kong Magazine,0.000046,0.000046,46.049362,68.597849,-0.169926,98,Mid
Cher Michel Klein,0.000046,0.000046,46.035464,68.578977,-0.169943,45,Mid
Elle Arabia,0.000046,0.000046,45.685637,68.560106,-0.170360,57,Mid
Elle Oriental,0.000046,0.000046,45.668158,68.541234,-0.170380,26,Mid
GQ España,0.000046,0.000046,45.609860,68.522363,-0.170450,81,Mid
Agent Provocateur,0.000046,0.000046,45.575063,68.503491,-0.170491,45,Mid
Calvin Klein by Appointment,0.000046,0.000046,45.557837,68.484620,-0.170512,11,Mid
Claude Montana,0.000046,0.000046,45.517050,68.465748,-0.170560,30,Mid
Hobbs,0.000045,0.000045,45.490187,68.446877,-0.170592,28,Mid
Yang Li,0.000045,0.000045,45.436278,68.428005,-0.170657,105,Mid
madison,0.000045,0.000045,45.402465,68.409134,-0.170697,43,Mid
Kevork Kiledjian,0.000045,0.000045,45.383724,68.390262,-0.170719,73,Mid
West East Magazine,0.000045,0.000045,45.308299,68.371391,-0.170809,39,Mid
Elle Taiwan,0.000045,0.000045,45.234939,68.352519,-0.170896,53,Mid
DKNY Jeans,0.000045,0.000045,45.204677,68.333648,-0.170932,13,Mid
10 Men Magazine,0.000045,0.000045,45.087823,68.314776,-0.171072,148,Mid
Biba,0.000045,0.000045,45.086182,68.295905,-0.171074,50,Mid
Alexandre Matthieu,0.000045,0.000045,44.934782,68.277033,-0.171254,50,Mid
Juan Duyos,0.000045,0.000045,44.908072,68.258162,-0.171286,45,Mid
Istvan Francer,0.000045,0.000045,44.849252,68.239290,-0.171356,29,Mid
Essence,0.000045,0.000045,44.756286,68.220419,-0.171467,17,Mid
Karen Millen,0.000045,0.000045,44.750979,68.201547,-0.171473,33,Mid
DuJour,0.000045,0.000045,44.686502,68.182676,-0.171550,22,Mid
Antonio Fusco,0.000045,0.000045,44.638267,68.163804,-0.171607,30,Mid
Lurve Magazine,0.000045,0.000045,44.632437,68.144933,-0.171614,50,Mid
Anne Valï¿½rie Hash,0.000045,0.000045,44.627842,68.126062,-0.171620,15,Mid
Fenty Beauty,0.000044,0.000044,44.458971,68.107190,-0.171821,67,Mid
Ashlyn,0.000044,0.000044,44.455630,68.088319,-0.171825,39,Mid
